,answer_name,answer_agreement,answer_price,answer_satisfaction,city,model_landlord,model_renter,renter_name,experiment_id,interview_partner,correct_character
154,Peter Schmidt,Yes,1.050,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,b3ca534a-25f9-4bc6-8849-db2ae725a2ee,landlord,1.0
155,Farhad Abbasi,Yes,1.050,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,b3ca534a-25f9-4bc6-8849-db2ae725a2ee,renter,1.0
156,Peter Schmidt,Yes,890,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,b99c3de5-e8cf-4727-a724-9fd436d64aae,landlord,1.0
157,Farhad Abbasi,Yes,890,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,b99c3de5-e8cf-4727-a724-9fd436d64aae,renter,1.0
158,Peter Schmidt,Yes,725,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,bca1df7f-4798-4b48-9d04-895f0e9c1151,landlord,1.0
159,Farhad Abbasi,Yes,725,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,bca1df7f-4798-4b48-9d04-895f0e9c1151,renter,1.0
160,Peter Schmidt,No,Null,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,c4c3f483-97c5-4d3d-8acd-3b7c47961f9d,landlord,1.0
161,Farhad Abbasi,No,Null,5.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,c4c3f483-97c5-4d3d-8acd-3b7c47961f9d,renter,1.0
162,Peter Schmidt,Yes,600,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,c65fd1eb-8621-4023-8dda-d355dc713e36,landlord,1.0
163,Farhad Abbasi,Yes,600,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,c65fd1eb-8621-4023-8dda-d355dc713e36,renter,1.0
164,Peter Schmidt,Yes,700,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,cb2c4725-0c4b-4489-a957-e7e5b89e1d6b,landlord,1.0
165,Peter Schmidt,Yes,700,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,cb2c4725-0c4b-4489-a957-e7e5b89e1d6b,renter,0.0
166,Peter Schmidt,Yes,825,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,d8a8edf1-b02e-4012-9c09-27cc3adb979f,landlord,1.0
167,Farhad Abbasi,Yes,825,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,d8a8edf1-b02e-4012-9c09-27cc3adb979f,renter,1.0
168,Peter Schmidt,Yes,1.075,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,dea42d2c-31ba-46f0-91d3-53baffee964a,landlord,1.0
169,Farhad Abbasi,Yes,1.075,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,dea42d2c-31ba-46f0-91d3-53baffee964a,renter,1.0
170,Peter Schmidt,Yes,850,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,f6e73bbc-49ce-4571-b011-9acd2f09468a,landlord,1.0
171,Farhad Abbasi,Yes,850,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,f6e73bbc-49ce-4571-b011-9acd2f09468a,renter,1.0
172,Peter Schmidt,Yes,850,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,f781f2b5-64ee-4ff2-beb4-1983aacd7034,landlord,1.0
173,Farhad Abbasi,Yes,850,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,f781f2b5-64ee-4ff2-beb4-1983aacd7034,renter,1.0
174,Peter Schmidt,Yes,700,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,0cea06d8-f425-407c-95dd-d23a75e5efae,landlord,1.0
175,Farhad Abbasi,Yes,700,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,0cea06d8-f425-407c-95dd-d23a75e5efae,renter,1.0
176,Peter Schmidt,No,Null,5.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,16e62268-8f79-49d1-9f94-04b312e4eff6,landlord,1.0
177,Farhad Abbasi,No,Null,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,16e62268-8f79-49d1-9f94-04b312e4eff6,renter,1.0
178,Peter Schmidt,Yes,675,8.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,195184b1-65a6-4786-b67f-eca191869b18,landlord,1.0
179,Farhad Abbasi,Yes,675,8.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,195184b1-65a6-4786-b67f-eca191869b18,renter,1.0
180,Peter Schmidt,Yes,775,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,1adb9504-619c-447a-97ba-38e3eb0107ba,landlord,1.0
181,Farhad Abbasi,Yes,775,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,1adb9504-619c-447a-97ba-38e3eb0107ba,renter,1.0
182,Peter Schmidt,Yes,750,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,2c6b1e75-cfc2-43e9-b407-34e9dfb4f165,landlord,1.0
183,Farhad Abbasi,Yes,750,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,2c6b1e75-cfc2-43e9-b407-34e9dfb4f165,renter,1.0
184,Peter Schmidt,Yes,925,10.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,4ec98560-a733-4dd4-9dd0-b83268a4d6e3,landlord,1.0
185,Farhad Abbasi,Yes,925,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,4ec98560-a733-4dd4-9dd0-b83268a4d6e3,renter,1.0
186,Peter Schmidt,Yes,700,8.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,547feffe-91ab-4720-98c0-a129772e3165,landlord,1.0
187,Farhad Abbasi,Yes,700,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,547feffe-91ab-4720-98c0-a129772e3165,renter,1.0
188,Peter Schmidt,Yes,700,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,60402d16-d174-4e43-854a-231f3d2ee3a3,landlord,1.0
189,Farhad Abbasi,Yes,700,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,60402d16-d174-4e43-854a-231f3d2ee3a3,renter,1.0
190,Peter Schmidt,No,Null,1.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,64905349-a8d2-405e-9388-4158a52b0f04,landlord,1.0
191,Farhad Abbasi,Yes,725,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,64905349-a8d2-405e-9388-4158a52b0f04,renter,1.0
192,Peter Schmidt,No,Null,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,6e287874-fee9-4be7-bc96-c117e178f57f,landlord,1.0
193,Farhad Abbasi,No,Null,5.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,6e287874-fee9-4be7-bc96-c117e178f57f,renter,1.0
194,Peter Schmidt,Yes,735,7.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,6e4fabaf-bb5b-497d-a9e2-b1f7924c2b53,landlord,1.0
195,Farhad Abbasi,Yes,735,8.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,6e4fabaf-bb5b-497d-a9e2-b1f7924c2b53,renter,1.0
196,Peter Schmidt,Yes,675,7.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,6ec9b578-9627-4997-9fd3-dbf0b48b87e1,landlord,1.0
197,Farhad Abbasi,No,Null,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,6ec9b578-9627-4997-9fd3-dbf0b48b87e1,renter,1.0
198,Peter Schmidt,No,1.300,5.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,82346c6a-ed37-4223-ae1c-1ff3c10839df,landlord,1.0
199,Farhad Abbasi,Yes,1.300,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,82346c6a-ed37-4223-ae1c-1ff3c10839df,renter,1.0
200,Peter Schmidt,Yes,750,8.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,872b3761-0b85-499a-847c-34f00889d493,landlord,1.0
201,Farhad Abbasi,Yes,750,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,872b3761-0b85-499a-847c-34f00889d493,renter,1.0
202,Peter Schmidt,Yes,525,8.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,8ef0c282-1257-400d-889b-76148999d907,landlord,1.0
203,Peter Schmidt,Yes,525,10.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,8ef0c282-1257-400d-889b-76148999d907,renter,0.0
204,Peter Schmidt,Yes,665,8.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,a598063a-09e9-40bf-ae69-f5926db1fcf6,landlord,1.0
205,Farhad Abbasi,Yes,665,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,a598063a-09e9-40bf-ae69-f5926db1fcf6,renter,1.0
206,Peter Schmidt,Yes,715,8.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,a63ad649-687f-4611-94d3-e60d3a75d9dc,landlord,1.0
207,Farhad Abbasi,Yes,715,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,a63ad649-687f-4611-94d3-e60d3a75d9dc,renter,1.0
208,Peter Schmidt,Yes,950,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,b297cb04-abbe-4daa-a2f2-146ed8dcbbbb,landlord,1.0
209,Farhad Abbasi,Yes,950,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,b297cb04-abbe-4daa-a2f2-146ed8dcbbbb,renter,1.0
210,Peter Schmidt,Yes,875,7.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,d909007a-f848-4a73-89a5-23bc358e92b3,landlord,1.0
211,Farhad Abbasi,Yes,875,8.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,d909007a-f848-4a73-89a5-23bc358e92b3,renter,1.0
212,Peter Schmidt,No,Null,1.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,e1ddc644-0b67-4b42-afee-226aeb47201c,landlord,1.0
213,Farhad Abbasi,No,Null,5.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,e1ddc644-0b67-4b42-afee-226aeb47201c,renter,1.0
214,Peter Schmidt,Yes,750,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,e4747d2f-0e72-43c0-95c6-b6d69dc5f43a,landlord,1.0
215,Farhad Abbasi,Yes,750,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,e4747d2f-0e72-43c0-95c6-b6d69dc5f43a,renter,1.0
216,Peter Schmidt,No,Null,5.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,e538ed8a-cc1a-4aa2-a695-633aba5bb952,landlord,1.0
217,Farhad Abbasi,No,Null,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,e538ed8a-cc1a-4aa2-a695-633aba5bb952,renter,1.0
218,Peter Schmidt,Yes,850,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,eadc87b7-f1b2-44d0-9fb4-52f60aef1049,landlord,1.0
219,Farhad Abbasi,No,Null,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,eadc87b7-f1b2-44d0-9fb4-52f60aef1049,renter,1.0
220,Peter Schmidt,No,850,1.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,f07d24b6-b55c-4360-bfcf-4c94644170b8,landlord,1.0
221,Farhad Abbasi,Yes,850,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,f07d24b6-b55c-4360-bfcf-4c94644170b8,renter,1.0
222,Peter Schmidt,No,650,1.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,ff71b9f6-e4e3-4adc-bee7-d460a6308bd7,landlord,1.0
223,Farhad Abbasi,No,Null,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,ff71b9f6-e4e3-4adc-bee7-d460a6308bd7,renter,1.0
224,Peter Schmidt,Yes,1.350,8.0,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,0f8a1eb9-465a-4f4b-80a8-e51c3de8eb42,landlord,1.0
225,Farhad Abbasi,Yes,1.350,9.0,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,0f8a1eb9-465a-4f4b-80a8-e51c3de8eb42,renter,1.0
226,Peter Schmidt,No,Null,5.0,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,1b9338bb-5c66-4af1-9210-0f7fef33ec72,landlord,1.0
227,Farhad Abbasi,No,Null,5.0,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,1b9338bb-5c66-4af1-9210-0f7fef33ec72,renter,1.0
228,Peter Schmidt,Yes,750,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,1ef93b21-2e46-408b-bf3e-9e4c6bd87ae7,landlord,1.0
229,Farhad Abbasi,Yes,750,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,1ef93b21-2e46-408b-bf3e-9e4c6bd87ae7,renter,1.0
230,Peter Schmidt,Yes,1.000,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,2e231961-a4d1-4fbb-9e48-cf368b0d845b,landlord,1.0
231,Peter Schmidt,Yes,1.000,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,2e231961-a4d1-4fbb-9e48-cf368b0d845b,renter,0.0
232,Peter Schmidt,Yes,775,8.0,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,3f6f9473-19c1-41d6-853c-4b86504ef291,landlord,1.0
233,Farhad Abbasi,Yes,775,10.0,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,3f6f9473-19c1-41d6-853c-4b86504ef291,renter,1.0
234,Peter Schmidt,Yes,850,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,43a24b8c-feb5-413f-a8fa-f317b8d0b118,landlord,1.0
235,Farhad Abbasi,Yes,850,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,43a24b8c-feb5-413f-a8fa-f317b8d0b118,renter,1.0
236,Peter Schmidt,No,1000,1.0,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,4e2943f3-b4b3-4746-957c-29842e66727a,landlord,1.0
237,Farhad Abbasi,No,1000,5.0,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,4e2943f3-b4b3-4746-957c-29842e66727a,renter,1.0
238,Peter Schmidt,Yes,890,7.0,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,7b520396-2619-4d3c-bcea-da595d1dd94a,landlord,1.0
239,Farhad Abbasi,Yes,890,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,7b520396-2619-4d3c-bcea-da595d1dd94a,renter,1.0
240,Peter Schmidt,No,Null,5.0,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,83fea989-16a8-49eb-99d5-c62d9b0908c0,landlord,1.0
241,Null,No,Null,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,83fea989-16a8-49eb-99d5-c62d9b0908c0,renter,0.0
242,Peter Schmidt,Yes,875,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,8f90a01e-7ae0-4bb0-b61f-73dc4cc9ff6a,landlord,1.0
243,Farhad Abbasi,Yes,875,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,8f90a01e-7ae0-4bb0-b61f-73dc4cc9ff6a,renter,1.0
244,Peter Schmidt,No,950,5.0,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,94e2113a-a2f1-4c64-aa14-90b5e0e93baf,landlord,1.0
245,Farhad Abbasi,No,950,5.0,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,94e2113a-a2f1-4c64-aa14-90b5e0e93baf,renter,1.0
246,Peter Schmidt,Yes,875,8.0,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,973f5d37-24f1-4e59-b1a4-0191883bb04c,landlord,1.0
247,Farhad Abbasi,Yes,875,9.0,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,973f5d37-24f1-4e59-b1a4-0191883bb04c,renter,1.0
248,Peter Schmidt,Yes,850,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,9d2aa077-c604-4fad-9d53-ad2c6859ad8a,landlord,1.0
249,Peter Schmidt,Yes,850,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,9d2aa077-c604-4fad-9d53-ad2c6859ad8a,renter,0.0
250,Peter Schmidt,Yes,900,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,a62ad8c3-4cdc-4f87-ba58-e554ab71e908,landlord,1.0
251,Farhad Abbasi,No,Null,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,a62ad8c3-4cdc-4f87-ba58-e554ab71e908,renter,1.0
252,Peter Schmidt,No,2,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,b95625c7-ee30-4198-8cb5-0362d45881a3,landlord,1.0
253,Farhad Abbasi,Yes,1600,7.0,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,b95625c7-ee30-4198-8cb5-0362d45881a3,renter,1.0
254,Peter Schmidt,No,Null,5.0,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,c67e7487-2694-4d28-ba22-a9fe0ff77356,landlord,1.0
255,Farhad Abbasi,No,Null,5.0,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,c67e7487-2694-4d28-ba22-a9fe0ff77356,renter,1.0
256,Peter Schmidt,Yes,775,8.0,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,ce474806-7b0a-456b-a8f3-5ec8d4709af4,landlord,1.0
257,Farhad Abbasi,Yes,775,9.0,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,ce474806-7b0a-456b-a8f3-5ec8d4709af4,renter,1.0
258,Peter Schmidt,Yes,865,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,dabd758a-27a6-4e20-8f86-d6b0209686af,landlord,1.0
259,Farhad Abbasi,Yes,865,10.0,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,dabd758a-27a6-4e20-8f86-d6b0209686af,renter,1.0
260,Peter Schmidt,Yes,825,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,deae8fd1-ae11-4f83-a213-09c3fa8bec34,landlord,1.0
261,Farhad Abbasi,Yes,825,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,deae8fd1-ae11-4f83-a213-09c3fa8bec34,renter,1.0
262,Peter Schmidt,Yes,650,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,dff69fb6-bced-42eb-9fc0-8834f8a481b5,landlord,1.0
263,Peter Schmidt,Yes,650,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,dff69fb6-bced-42eb-9fc0-8834f8a481b5,renter,0.0
264,Peter Schmidt,Yes,925,8.0,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,e2052935-b545-46e9-9cbf-cfba5e251c1e,landlord,1.0
265,Farhad Abbasi,Yes,925,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,e2052935-b545-46e9-9cbf-cfba5e251c1e,renter,1.0
266,Peter Schmidt,Yes,950,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,e2394872-5194-4787-98f7-af3ae9a5a644,landlord,1.0
267,Farhad Abbasi,No,Null,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,e2394872-5194-4787-98f7-af3ae9a5a644,renter,1.0
268,Peter Schmidt,Yes,1.100,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,e2dace9e-50f2-4157-ad69-ccff5317fc5a,landlord,1.0
269,Farhad Abbasi,Yes,1.100,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,e2dace9e-50f2-4157-ad69-ccff5317fc5a,renter,1.0
270,Peter Schmidt,Yes,725,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,e80ef977-f85e-4cc4-af80-2ab8f649def4,landlord,1.0
271,Peter Schmidt,Yes,725,9.0,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,e80ef977-f85e-4cc4-af80-2ab8f649def4,renter,0.0
272,Peter Schmidt,No,1200,1.0,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,f111bdd8-45b4-4d7d-8b98-050d63fea40b,landlord,1.0
273,Farhad Abbasi,No,Null,Null,München,Yi-34B-Chat,Yi-34B-Chat,Farhad Abbasi,f111bdd8-45b4-4d7d-8b98-050d63fea40b,renter,1.0
274,Peter Schmidt,Yes,790,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,1e0803db-3b5d-4c88-a537-e7d2032e9200,landlord,1.0
275,Haoyu Wang,Yes,790,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,1e0803db-3b5d-4c88-a537-e7d2032e9200,renter,1.0
276,Peter Schmidt,No,1000,1.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,2642df9a-b238-484a-a147-3fa2ccc2d7a9,landlord,1.0
277,Haoyu Wang,No,Null,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,2642df9a-b238-484a-a147-3fa2ccc2d7a9,renter,1.0
278,Peter Schmidt,Yes,775,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,2b7b70d2-6f6c-434c-8477-f156f49b7678,landlord,1.0
279,Haoyu Wang,Yes,775,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,2b7b70d2-6f6c-434c-8477-f156f49b7678,renter,1.0
280,Peter Schmidt,Yes,825,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,344851a7-6208-4d84-b1ba-a9f4cd7f9843,landlord,1.0
281,Haoyu Wang,Yes,825,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,344851a7-6208-4d84-b1ba-a9f4cd7f9843,renter,1.0
282,Peter Schmidt,No,750,3.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,3768ed51-31dc-4283-8f41-7bbd6ace6e01,landlord,1.0
283,Haoyu Wang,No,750,5.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,3768ed51-31dc-4283-8f41-7bbd6ace6e01,renter,1.0
284,Peter Schmidt,Yes,725,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,4e518e2a-abbb-42b3-b49b-200f4fb0ffde,landlord,1.0
285,Haoyu Wang,Yes,725,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,4e518e2a-abbb-42b3-b49b-200f4fb0ffde,renter,1.0
286,Peter Schmidt,Yes,975,10.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,50b016dd-8c48-44a7-abb7-91ead99ea0f1,landlord,1.0
287,Haoyu Wang,Yes,975,10.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,50b016dd-8c48-44a7-abb7-91ead99ea0f1,renter,1.0
288,Peter Schmidt,Yes,900,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,5f91aeb9-6655-4e03-9e70-9c6c7ec79978,landlord,1.0
289,Haoyu Wang,Yes,900,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,5f91aeb9-6655-4e03-9e70-9c6c7ec79978,renter,1.0
290,Peter Schmidt,No,Null,5.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,71c1986a-29f8-4d6a-bf56-40b1f95c8555,landlord,1.0
291,Haoyu Wang,No,Null,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,71c1986a-29f8-4d6a-bf56-40b1f95c8555,renter,1.0
292,Peter Schmidt,Yes,685,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,75e61520-0207-4f23-ac01-f18f97979513,landlord,1.0
293,Haoyu Wang,Yes,685,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,75e61520-0207-4f23-ac01-f18f97979513,renter,1.0
294,Peter Schmidt,Yes,775,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,865a3f6f-9e81-4853-9897-19a61dbb3a2a,landlord,1.0
295,Haoyu Wang,Yes,775,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,865a3f6f-9e81-4853-9897-19a61dbb3a2a,renter,1.0
296,Peter Schmidt,Yes,775,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,8fa212fc-2052-41b1-920a-270ecdde7951,landlord,1.0
297,Haoyu Wang,Yes,775,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,8fa212fc-2052-41b1-920a-270ecdde7951,renter,1.0
298,Peter Schmidt,No,Null,1.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,a686632c-3ca4-4e6a-b379-b93948500c3a,landlord,1.0
299,Haoyu Wang,No,Null,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,a686632c-3ca4-4e6a-b379-b93948500c3a,renter,1.0
300,Peter Schmidt,Yes,850,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,aa99125e-7157-4660-aff7-d03827db4ee5,landlord,1.0
301,Haoyu Wang,Yes,850,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,aa99125e-7157-4660-aff7-d03827db4ee5,renter,1.0
302,Peter Schmidt,No,950,1.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,b2ba4eb0-9126-4aec-919b-167c5a6baf89,landlord,1.0
303,Haoyu Wang,No,Null,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,b2ba4eb0-9126-4aec-919b-167c5a6baf89,renter,1.0
304,Peter Schmidt,Yes,1.000,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,c2e4bfa9-6850-43ba-a5cf-7fc5f5de080e,landlord,1.0
